date,asset_id,region,scope1_tco2e,scope2_tco2e,scope3_tco2e,total_emissions_tco2e,emission_intensity_tco2e_per_boe
2024-01-06,AST023,Asia Pacific,729.64,328.74,2385.29,3443.67,0.0786
2024-01-06,AST025,Africa,1139.6,322.63,3242.63,4704.86,0.0794
2024-01-06,AST026,Americas,1022.82,289.22,4089.44,5401.48,0.087
2024-01-06,AST028,Asia Pacific,1250.51,608.19,3767.87,5626.57,0.0738
2024-01-07,AST003,Asia Pacific,663.75,250.715,2713.225,3627.69,0.0922
2024-01-07,AST004,Middle East,984.16,473.12,3419.35,4876.63,0.0712
2024-01-07,AST006,Americas,822.61,247.96,3684.42,4754.99,0.0934
2024-01-07,AST008,Asia Pacific,609.2,133.78,1788.17,2531.15,0.0795
2024-01-07,AST009,Middle East,727.4,301.59,2425.0,3453.99,0.0762
2024-01-07,AST011,Americas,1308.24,530.99,4892.88,6732.11,0.078
2024-01-07,AST013,Asia Pacific,1227.91,427.33,3570.45,5225.69,0.0838
2024-01-07,AST018,Asia Pacific,1363.57,514.0,5676.78,7554.35,0.0948
2024-01-07,AST019,Middle East,700.03,126.42,2088.87,2915.32,0.0946
2024-01-07,AST020,Africa,984.405,305.295,3074.255,4363.955,0.0853
2024-01-07,AST021,Americas,1185.57,416.51,4870.41,6472.49,0.0854
2024-01-07,AST022,Europe,745.89,157.64,2215.34,3118.87,0.0912
2024-01-07,AST023,Asia Pacific,559.78,231.09,2003.91,2794.78,0.0744
2024-01-07,AST025,Africa,788.445,284.565,3550.24,4623.25,0.0914
2024-01-07,AST027,Europe,1245.91,393.715,4465.95,6105.575,0.0777
2024-01-07,AST029,Middle East,730.665,213.53,3032.18,3976.375,0.0941
2024-01-07,AST030,Africa,1368.81,317.25,3822.94,5509.0,0.0688
2024-01-08,AST001,Americas,612.3,134.12,1980.42,2726.84,0.0727
2024-01-08,AST004,Middle East,1191.54,356.32,4361.605,5909.465,0.089
2024-01-08,AST005,Africa,748.3767,236.58,2685.4833,3670.44,0.0828
2024-01-08,AST009,Middle East,820.45,199.04,3410.46,4429.95,0.0953
2024-01-08,AST011,Americas,1435.63,461.73,4830.5,6727.86,0.0827
2024-01-08,AST013,Asia Pacific,1084.895,385.69,3653.675,5124.26,0.0838
2024-01-08,AST017,Europe,892.94,240.11,3899.06,5032.11,0.0751
2024-01-08,AST019,Middle East,719.24,157.67,1871.47,2748.38,0.0917
2024-01-08,AST020,Africa,838.0,358.11,2668.825,3864.935,0.0749
2024-01-08,AST022,Europe,480.08,286.46,2499.77,3266.31,0.0909
2024-01-08,AST023,Asia Pacific,678.4467,227.9867,2602.2433,3508.6767,0.0824
2024-01-08,AST026,Americas,893.165,321.475,3366.885,4581.525,0.0747
2024-01-08,AST027,Europe,1500.81,313.24,5854.035,7668.085,0.0919
2024-01-08,AST028,Asia Pacific,1511.46,436.83,3300.955,5249.245,0.0738
2024-01-08,AST029,Middle East,855.35,325.97,2241.39,3422.71,0.0782
2024-01-08,AST030,Africa,1053.88,505.32,5329.3,6888.5,0.0915
2024-01-09,AST001,Americas,801.85,175.43,2271.97,3249.25,0.0944
2024-01-09,AST002,Europe,556.655,158.835,1602.11,2317.6,0.0779
2024-01-09,AST003,Asia Pacific,787.51,225.93,2152.24,3165.68,0.0811
2024-01-09,AST004,Middle East,881.2,545.66,4222.24,5649.1,0.0795
2024-01-09,AST005,Africa,709.07,169.81,2149.13,3028.01,0.0719
2024-01-09,AST006,Americas,777.5767,328.0267,3394.9333,4500.5367,0.0896
2024-01-09,AST007,Europe,1491.71,530.27,4717.2,6739.18,0.0892
2024-01-09,AST008,Asia Pacific,557.49,150.31,1674.29,2382.09,0.0756
2024-01-09,AST009,Middle East,708.48,261.52,2332.545,3302.545,0.0712
2024-01-09,AST012,Europe,663.34,290.13,2997.4,3950.87,0.0785
2024-01-09,AST013,Asia Pacific,806.16,227.12,4155.09,5188.37,0.0832
2024-01-09,AST014,Middle East,1086.6,441.32,3040.56,4568.48,0.0826
2024-01-09,AST016,Americas,823.84,249.5,2923.19,3996.53,0.0989
2024-01-09,AST020,Africa,1140.31,456.8,3653.16,5250.27,0.0874
2024-01-09,AST022,Europe,641.6133,186.3367,1827.02,2654.97,0.0801
2024-01-09,AST023,Asia Pacific,667.41,183.89,2330.03,3181.33,0.075
2024-01-09,AST025,Africa,991.78,214.98,3983.64,5190.4,0.0956
2024-01-09,AST026,Americas,954.31,460.58,4897.62,6312.51,0.0955
2024-01-09,AST028,Asia Pacific,1536.76,458.56,5162.66,7157.98,0.0936
2024-01-10,AST001,Americas,758.46,168.39,2288.09,3214.94,0.0926
2024-01-10,AST004,Middle East,1003.66,544.96,4685.2,6233.82,0.0838
2024-01-10,AST005,Africa,869.72,312.42,2529.9,3712.04,0.0753
2024-01-10,AST006,Americas,1066.17,351.27,3471.41,4888.85,0.0844
2024-01-10,AST007,Europe,1189.49,350.02,4818.785,6358.295,0.0907
2024-01-10,AST009,Middle East,770.8067,236.43,2689.1933,3696.43,0.085
2024-01-10,AST013,Asia Pacific,1148.7,291.6,4181.19,5621.49,0.086
2024-01-10,AST014,Middle East,684.43,402.11,2860.92,3947.46,0.0712
2024-01-10,AST015,Africa,522.86,105.23,1474.51,2102.6,0.078
2024-01-10,AST017,Europe,1480.79,349.64,5059.11,6889.54,0.0837
2024-01-10,AST023,Asia Pacific,901.52,168.01,2412.14,3481.67,0.073
2024-01-10,AST024,Middle East,719.42,168.51,3135.28,4023.21,0.0871
2024-01-10,AST025,Africa,943.29,359.27,3461.32,4763.88,0.0955
2024-01-10,AST026,Americas,1214.38,472.94,4336.95,6024.27,0.0963
2024-01-10,AST030,Africa,1217.32,478.6,4992.43,6688.35,0.0846
2024-01-11,AST004,Middle East,945.54,456.12,4616.75,6018.41,0.0927
2024-01-11,AST005,Africa,657.87,208.7,2981.48,3848.05,0.0865
2024-01-11,AST006,Americas,901.37,336.04,2835.79,4073.2,0.0744
2024-01-11,AST007,Europe,1203.69,574.015,4101.275,5878.98,0.0792
2024-01-11,AST009,Middle East,784.295,236.43,3106.4,4127.125,0.0938
2024-01-11,AST010,Africa,569.89,153.14,1876.76,2599.79,0.089
2024-01-11,AST013,Asia Pacific,709.98,308.54,3415.12,4433.64,0.0764
2024-01-11,AST014,Middle East,697.69,346.11,3077.31,4121.11,0.0771
2024-01-11,AST015,Africa,497.315,148.025,1415.44,2060.78,0.0741
2024-01-11,AST016,Americas,568.66,303.53,2834.7,3706.89,0.0952
2024-01-11,AST017,Europe,1235.99,303.61,4028.86,5568.46,0.0742
2024-01-11,AST018,Asia Pacific,1156.985,536.045,4583.95,6276.98,0.0802
2024-01-11,AST019,Middle East,654.92,130.02,1950.78,2735.72,0.0957
2024-01-11,AST021,Americas,955.88,504.78,3336.89,4797.55,0.0748
2024-01-11,AST022,Europe,524.295,227.72,1792.39,2544.405,0.0744
2024-01-11,AST024,Middle East,746.34,241.13,3099.31,4086.78,0.092
2024-01-11,AST025,Africa,937.01,476.24,4307.34,5720.59,0.0952
2024-01-11,AST027,Europe,1149.225,474.03,4101.845,5725.1,0.0778
2024-01-11,AST028,Asia Pacific,1857.14,455.18,4259.22,6571.54,0.0816
2024-01-11,AST029,Middle East,720.16,197.92,1885.53,2803.61,0.0701
2024-01-11,AST030,Africa,1281.505,477.865,4283.75,6043.12,0.0745
2024-01-12,AST001,Americas,588.31,299.93,2831.54,3719.78,0.0968
2024-01-12,AST002,Europe,497.42,194.01,2282.04,2973.47,0.0915
2024-01-12,AST003,Asia Pacific,608.93,302.09,2135.26,3046.28,0.0707
2024-01-12,AST004,Middle East,864.45,240.79,3770.44,4875.68,0.0799
2024-01-12,AST007,Europe,1009.48,411.92,4761.62,6183.02,0.0904
2024-01-12,AST009,Middle East,540.2,200.41,2940.73,3681.34,0.0919
2024-01-12,AST011,Americas,1281.075,579.145,5064.285,6924.505,0.0909
2024-01-12,AST012,Europe,940.1433,314.55,3327.6,4582.2933,0.0897
2024-01-12,AST014,Middle East,756.82,356.98,3281.73,4395.53,0.0784
2024-01-12,AST015,Africa,477.38,98.45,1570.38,2146.21,0.0775
2024-01-12,AST018,Asia Pacific,1427.495,294.095,4551.81,6273.4,0.0811
2024-01-12,AST021,Americas,891.22,442.85,3299.09,4633.16,0.0705
2024-01-12,AST022,Europe,641.005,240.4,1705.27,2586.675,0.0727
2024-01-12,AST029,Middle East,694.98,235.21,2245.8,3175.99,0.0786
2024-01-13,AST003,Asia Pacific,739.855,171.465,2650.145,3561.465,0.0875
2024-01-13,AST005,Africa,714.53,296.55,3109.67,4120.75,0.0844
2024-01-13,AST006,Americas,864.72,369.57,4060.02,5294.31,0.0968
2024-01-13,AST007,Europe,1042.685,405.605,4028.9,5477.19,0.0847
2024-01-13,AST010,Africa,633.38,205.53,1818.81,2657.72,0.0916
2024-01-13,AST011,Americas,1688.52,598.49,5002.62,7289.63,0.0902
2024-01-13,AST013,Asia Pacific,1145.48,411.26,3562.3,5119.04,0.0818
2024-01-13,AST016,Americas,670.46,238.62,1961.83,2870.91,0.0732
2024-01-13,AST020,Africa,814.91,230.24,3161.69,4206.84,0.08
2024-01-13,AST023,Asia Pacific,652.22,320.43,2755.06,3727.71,0.0855
2024-01-13,AST024,Middle East,769.8,314.52,2635.81,3720.13,0.0916
2024-01-13,AST025,Africa,1049.72,221.28,3116.08,4387.08,0.0787
2024-01-13,AST026,Americas,998.3,373.58,3797.73,5169.61,0.0783
2024-01-14,AST001,Americas,660.61,215.015,2421.415,3297.04,0.0864
2024-01-14,AST004,Middle East,934.06,441.3,2843.55,4218.91,0.0685
2024-01-14,AST005,Africa,728.13,249.05,2682.03,3659.21,0.0707
2024-01-14,AST009,Middle East,729.36,268.45,2798.15,3795.96,0.0847
2024-01-14,AST010,Africa,558.79,121.07,1517.03,2196.89,0.0715
2024-01-14,AST013,Asia Pacific,1030.41,420.77,3439.835,4891.015,0.0739
2024-01-14,AST014,Middle East,969.315,203.105,3442.475,4614.895,0.0828
2024-01-14,AST015,Africa,525.29,152.46,1477.1,2154.85,0.083
2024-01-14,AST016,Americas,639.4,273.18,2168.2,3080.78,0.077
2024-01-14,AST020,Africa,879.89,311.84,3642.58,4834.31,0.0965
2024-01-14,AST021,Americas,1190.5733,359.9333,3626.31,5176.8167,0.0766
2024-01-14,AST025,Africa,872.57,378.63,2757.31,4008.51,0.0703
2024-01-14,AST027,Europe,1279.37,353.79,4611.025,6244.185,0.0814
2024-01-14,AST028,Asia Pacific,1578.3633,423.1833,4988.1333,6989.68,0.0912
2024-01-14,AST029,Middle East,746.7833,166.2133,2258.5967,3171.5933,0.0774
2024-01-14,AST030,Africa,814.31,434.91,4330.22,5579.44,0.0826
2024-01-15,AST001,Americas,735.16,254.4,2473.04,3462.6,0.0977
2024-01-15,AST002,Europe,716.22,183.46,2311.13,3210.81,0.0936
2024-01-15,AST004,Middle East,1012.625,361.82,4927.55,6301.995,0.0906
2024-01-15,AST005,Africa,683.75,311.82,2199.47,3195.04,0.0672
2024-01-15,AST008,Asia Pacific,437.08,239.15,1658.06,2334.29,0.0717
2024-01-15,AST011,Americas,1346.77,547.09,5111.15,7005.01,0.0879
2024-01-15,AST012,Europe,777.2,359.23,3614.56,4750.99,0.0977
2024-01-15,AST013,Asia Pacific,962.405,439.785,3552.375,4954.565,0.083
2024-01-15,AST015,Africa,423.0833,117.49,1774.5933,2315.1667,0.0824
2024-01-15,AST018,Asia Pacific,1288.89,379.66,3520.13,5188.68,0.0793
2024-01-15,AST020,Africa,948.81,386.38,3590.82,4926.01,0.098
2024-01-15,AST022,Europe,466.2,241.82,2265.315,2973.335,0.0901
2024-01-15,AST023,Asia Pacific,672.65,302.68,3157.97,4133.3,0.0938
2024-01-15,AST024,Middle East,846.02,199.93,2275.39,3321.34,0.0711
2024-01-15,AST026,Americas,913.58,423.29,3276.24,4613.11,0.0741
2024-01-15,AST027,Europe,1454.29,472.34,3903.61,5830.24,0.0725
2024-01-15,AST028,Asia Pacific,1156.45,351.6,3531.23,5039.28,0.0673
2024-01-15,AST029,Middle East,882.82,189.12,3180.91,4252.85,0.095
2024-01-15,AST030,Africa,1175.53,330.63,5256.62,6762.78,0.0888
2024-01-16,AST001,Americas,790.24,247.05,2054.59,3091.88,0.09
2024-01-16,AST004,Middle East,1030.64,435.29,5490.28,6956.21,0.0927
2024-01-16,AST005,Africa,883.86,210.44,3411.97,4506.27,0.0942
2024-01-16,AST007,Europe,1050.47,524.38,5080.45,6655.3,0.0868
2024-01-16,AST008,Asia Pacific,427.82,135.31,1705.36,2268.49,0.079
2024-01-16,AST009,Middle East,652.69,206.79,3099.16,3958.64,0.0895
2024-01-16,AST010,Africa,475.18,173.19,1506.1,2154.47,0.0719
2024-01-16,AST011,Americas,1549.72,410.29,5052.49,7012.5,0.0913
2024-01-16,AST012,Europe,1100.32,336.98,2816.39,4253.69,0.0805
2024-01-16,AST015,Africa,330.6,147.395,1391.545,1869.54,0.072
2024-01-16,AST016,Americas,541.96,145.66,1845.08,2532.7,0.0646
2024-01-16,AST019,Middle East,423.3,159.76,1819.22,2402.28,0.0849
2024-01-16,AST020,Africa,916.36,325.91,3993.97,5236.24,0.0978
2024-01-16,AST021,Americas,1382.93,386.16,4240.27,6009.36,0.0834
2024-01-16,AST022,Europe,682.43,226.75,2854.97,3764.15,0.0958
2024-01-16,AST023,Asia Pacific,749.94,286.31,2844.76,3881.01,0.0948
2024-01-16,AST027,Europe,1382.31,433.47,4104.515,5920.295,0.0761
2024-01-16,AST028,Asia Pacific,1730.6,584.19,5090.25,7405.04,0.0993
2024-01-16,AST029,Middle East,550.79,205.42,2956.9,3713.11,0.088
2024-01-16,AST030,Africa,1635.67,385.8,4483.33,6504.8,0.0795
2024-01-17,AST001,Americas,616.24,230.69,2152.05,2998.98,0.0857
2024-01-17,AST002,Europe,648.34,241.21,2012.98,2902.53,0.0948
2024-01-17,AST009,Middle East,711.11,204.1267,2745.9167,3661.1533,0.0828
2024-01-17,AST011,Americas,1492.91,474.38,4899.18,6866.47,0.0856
2024-01-17,AST012,Europe,882.31,249.72,2993.41,4125.44,0.0858
2024-01-17,AST015,Africa,529.97,130.15,1678.23,2338.35,0.0863
2024-01-17,AST018,Asia Pacific,1330.88,274.36,3526.55,5131.79,0.0658
2024-01-17,AST022,Europe,675.61,131.48,2339.32,3146.41,0.0877
2024-01-17,AST023,Asia Pacific,685.74,245.03,2255.65,3186.42,0.0726
2024-01-17,AST029,Middle East,631.78,175.55,2963.89,3771.22,0.0846
2024-01-17,AST030,Africa,1098.34,602.45,4976.3,6677.09,0.0863
2024-01-18,AST001,Americas,859.17,144.97,1694.89,2699.03,0.072
2024-01-18,AST002,Europe,609.5625,151.0675,1902.115,2662.745,0.0894
2024-01-18,AST004,Middle East,896.13,271.16,3542.92,4710.21,0.0684
2024-01-18,AST008,Asia Pacific,681.39,117.3,1579.72,2378.41,0.0732
2024-01-18,AST011,Americas,1338.68,649.89,5555.61,7544.18,0.0864
2024-01-18,AST012,Europe,781.54,215.0533,2817.6533,3814.2467,0.0815
2024-01-18,AST014,Middle East,917.65,425.9,3174.35,4517.9,0.0773
2024-01-18,AST018,Asia Pacific,1505.93,377.105,5198.585,7081.62,0.1011
2024-01-18,AST020,Africa,831.02,258.49,3499.97,4589.48,0.0881
2024-01-18,AST023,Asia Pacific,755.2433,300.6533,2795.45,3851.3467,0.0838
2024-01-18,AST028,Asia Pacific,1271.46,575.34,3731.58,5578.38,0.0698
2024-01-18,AST030,Africa,1108.29,355.96,3965.58,5429.83,0.0687
2024-01-19,AST001,Americas,608.585,165.98,2196.79,2971.355,0.0769
2024-01-19,AST003,Asia Pacific,755.91,135.18,2263.09,3154.18,0.0823
2024-01-19,AST009,Middle East,691.775,323.915,3119.25,4134.94,0.0973
2024-01-19,AST011,Americas,1320.26,392.46,5288.28,7001.0,0.0916
2024-01-19,AST012,Europe,1072.67,313.39,2796.84,4182.9,0.0754
2024-01-19,AST013,Asia Pacific,871.72,330.97,2708.55,3911.24,0.0677
2024-01-19,AST017,Europe,951.9,367.29,4065.01,5384.2,0.0737
2024-01-19,AST019,Middle East,657.205,176.03,1740.26,2573.495,0.0824
2024-01-19,AST025,Africa,1017.92,313.66,2978.15,4309.73,0.0835
2024-01-19,AST027,Europe,1401.735,340.505,4458.38,6200.62,0.0798
2024-01-19,AST028,Asia Pacific,1437.27,395.3,5238.37,7070.94,0.0989
2024-01-19,AST029,Middle East,580.61,215.88,1999.985,2796.475,0.0699
2024-01-19,AST030,Africa,1291.455,603.98,4716.505,6611.94,0.0824
2024-01-20,AST001,Americas,895.46,192.4,2149.755,3237.615,0.0847
2024-01-20,AST002,Europe,765.3,254.71,1887.81,2907.82,0.091
2024-01-20,AST003,Asia Pacific,850.85,239.4,2596.595,3686.845,0.0893
2024-01-20,AST004,Middle East,1157.93,328.14,5527.96,7014.03,0.0925
2024-01-20,AST005,Africa,750.11,275.7,3283.62,4309.43,0.0901
2024-01-20,AST006,Americas,685.2,260.72,3578.54,4524.46,0.0871
2024-01-20,AST007,Europe,1274.045,463.6875,4083.22,5820.9525,0.0806
2024-01-20,AST008,Asia Pacific,627.22,111.46,2108.9,2847.58,0.091
2024-01-20,AST009,Middle East,570.62,262.7,3202.43,4035.75,0.0858
2024-01-20,AST010,Africa,451.03,156.32,1602.6,2209.95,0.0784
2024-01-20,AST015,Africa,396.68,176.98,1656.665,2230.325,0.0804
2024-01-20,AST017,Europe,909.17,259.59,3806.23,4974.99,0.0691
2024-01-20,AST018,Asia Pacific,1196.95,382.74,4272.65,5852.34,0.076
2024-01-20,AST019,Middle East,660.23,216.94,1984.91,2862.08,0.1053
2024-01-20,AST022,Europe,661.79,205.12,2176.37,3043.28,0.098
2024-01-20,AST025,Africa,682.03,328.38,3720.7,4731.11,0.0924
2024-01-21,AST001,Americas,643.59,148.79,1810.86,2603.24,0.0702
2024-01-21,AST002,Europe,689.86,240.96,2115.59,3046.41,0.0971
2024-01-21,AST005,Africa,606.62,288.11,2322.72,3217.45,0.07
2024-01-21,AST006,Americas,904.33,269.44,3449.38,4623.15,0.0959
2024-01-21,AST008,Asia Pacific,628.4,250.41,1451.2,2330.01,0.0728
2024-01-21,AST010,Africa,465.37,210.2,1938.07,2613.64,0.0967
2024-01-21,AST013,Asia Pacific,1146.09,272.7,3282.69,4701.48,0.0736
2024-01-21,AST014,Middle East,1032.95,385.06,3560.49,4978.5,0.0928
2024-01-21,AST015,Africa,407.3,150.89,1339.27,1897.46,0.0662
2024-01-21,AST016,Americas,515.88,157.07,2692.37,3365.32,0.0909
2024-01-21,AST017,Europe,943.51,495.68,4019.93,5459.12,0.0782
2024-01-21,AST018,Asia Pacific,1576.03,440.565,4342.05,6358.645,0.084
2024-01-21,AST021,Americas,1269.36,291.03,4630.77,6191.16,0.0887
2024-01-21,AST022,Europe,648.31,134.35,1498.23,2280.89,0.071
2024-01-21,AST023,Asia Pacific,710.7,282.73,2206.18,3199.61,0.0755
2024-01-21,AST024,Middle East,754.92,323.55,2132.005,3210.475,0.0707
2024-01-21,AST025,Africa,747.63,360.75,4008.52,5116.9,0.0956
2024-01-21,AST027,Europe,1041.06,605.55,4348.36,5994.97,0.0753
2024-01-21,AST029,Middle East,509.53,261.9,2252.46,3023.89,0.0725
2024-01-22,AST002,Europe,627.595,201.7,1920.62,2749.915,0.0822
2024-01-22,AST003,Asia Pacific,625.7,299.99,2163.85,3089.54,0.0736
2024-01-22,AST007,Europe,1209.2,461.24,4720.69,6391.13,0.0919
2024-01-22,AST008,Asia Pacific,517.55,136.29,1603.97,2257.81,0.0687
2024-01-22,AST009,Middle East,635.14,243.9767,3057.3167,3936.4333,0.0898
2024-01-22,AST011,Americas,1112.55,571.54,4730.87,6414.96,0.0848
2024-01-22,AST012,Europe,805.01,355.29,3127.93,4288.23,0.0788
2024-01-22,AST013,Asia Pacific,717.91,467.84,4290.48,5476.23,0.0928
2024-01-22,AST014,Middle East,740.75,360.95,3397.25,4498.95,0.0838
2024-01-22,AST015,Africa,525.4,147.0,1651.38,2323.78,0.08
2024-01-22,AST016,Americas,683.2367,178.1133,2195.2767,3056.6267,0.0797
2024-01-22,AST017,Europe,1132.01,334.78,4699.1,6165.89,0.0851
2024-01-22,AST019,Middle East,617.98,109.28,1362.77,2090.03,0.0745
