date,asset_id,production_boe_d,production_status
2024-01-05,AST012,50824.0,Normal
2024-01-05,AST013,57269.0,Normal
2024-01-05,AST014,59241.0,Normal
2024-01-05,AST016,40024.0,Low
2024-01-05,AST018,77306.0,High
2024-01-05,AST019,30180.0,Low
2024-01-05,AST021,68338.0,Normal
2024-01-05,AST022,36558.0,Low
2024-01-05,AST025,53856.0,Normal
2024-01-05,AST027,77366.5,High
2024-01-05,AST029,45785.0,Normal
2024-01-06,AST002,29384.5,Low
2024-01-06,AST003,40662.5,Low
2024-01-06,AST004,68924.0,Normal
2024-01-06,AST005,47084.0,Normal
2024-01-06,AST009,44584.0,Low
2024-01-06,AST012,54273.0,Normal
2024-01-06,AST014,53227.0,Normal
2024-01-06,AST015,28173.0,Low
2024-01-06,AST016,37261.0,Low
2024-01-06,AST017,70716.0,High
2024-01-06,AST018,74307.0,High
2024-01-06,AST019,32126.0,Low
2024-01-06,AST023,43791.0,Low
2024-01-06,AST025,59260.0,Normal
2024-01-06,AST026,62062.0,Normal
2024-01-06,AST028,76283.0,High
2024-01-07,AST003,39360.5,Low
2024-01-07,AST004,68518.0,Normal
2024-01-07,AST006,50898.0,Normal
2024-01-07,AST008,31852.0,Low
2024-01-07,AST009,45320.0,Normal
2024-01-07,AST011,86326.0,High
2024-01-07,AST013,62349.0,Normal
2024-01-07,AST018,79694.0,High
2024-01-07,AST019,30812.0,Low
2024-01-07,AST020,51170.5,Normal
2024-01-07,AST021,75830.0,High
2024-01-07,AST022,34185.0,Low
2024-01-07,AST023,37586.0,Low
2024-01-07,AST025,50563.0,Normal
2024-01-07,AST027,78573.0,High
2024-01-07,AST029,42268.0,Low
2024-01-07,AST030,80123.0,High
2024-01-08,AST001,37513.0,Low
2024-01-08,AST004,66432.5,Normal
2024-01-08,AST005,44344.33,Normal
2024-01-08,AST009,46498.0,Normal
2024-01-08,AST011,81341.0,High
2024-01-08,AST013,61171.75,Normal
2024-01-08,AST017,67028.0,Normal
2024-01-08,AST019,29973.0,Low
2024-01-08,AST020,51583.0,Normal
2024-01-08,AST022,35920.0,Low
2024-01-08,AST023,42600.67,Low
2024-01-08,AST026,61370.5,Normal
2024-01-08,AST027,83427.5,High
2024-01-08,AST028,71148.0,High
2024-01-08,AST029,43742.0,Low
2024-01-08,AST030,75267.0,High
2024-01-09,AST001,34421.0,Low
2024-01-09,AST002,29733.0,Low
2024-01-09,AST003,39053.0,Low
2024-01-09,AST004,71038.0,High
2024-01-09,AST005,42105.0,Low
2024-01-09,AST006,50239.33,Normal
2024-01-09,AST007,75542.0,High
2024-01-09,AST008,31516.0,Low
2024-01-09,AST009,46411.5,Low
2024-01-09,AST012,50335.0,Normal
2024-01-09,AST013,62342.0,Normal
2024-01-09,AST014,55318.0,Normal
2024-01-09,AST016,40401.0,Low
2024-01-09,AST020,60101.0,Normal
2024-01-09,AST022,33134.33,Low
2024-01-09,AST023,42408.0,Low
2024-01-09,AST025,54282.0,Normal
2024-01-09,AST026,66120.0,Normal
2024-01-09,AST028,76469.0,High
2024-01-10,AST001,34706.0,Low
2024-01-10,AST004,74392.0,High
2024-01-10,AST005,49311.0,Normal
2024-01-10,AST006,57946.0,Normal
2024-01-10,AST007,70099.0,High
2024-01-10,AST009,43480.67,Low
2024-01-10,AST013,65334.0,Normal
2024-01-10,AST014,55466.0,Normal
2024-01-10,AST015,26950.0,Low
2024-01-10,AST017,82328.0,High
2024-01-10,AST023,47662.0,Normal
2024-01-10,AST024,46201.0,Normal
2024-01-10,AST025,49879.0,Normal
2024-01-10,AST026,62545.0,Normal
2024-01-10,AST030,79025.0,High
2024-01-11,AST004,64935.0,Normal
2024-01-11,AST005,44476.0,Low
2024-01-11,AST006,54754.0,Normal
2024-01-11,AST007,74249.0,High
2024-01-11,AST009,43978.0,Low
2024-01-11,AST010,29199.0,Low
2024-01-11,AST013,58039.0,Normal
2024-01-11,AST014,53479.0,Normal
2024-01-11,AST015,27819.0,Low
2024-01-11,AST016,38936.0,Low
2024-01-11,AST017,75046.0,High
2024-01-11,AST018,78255.5,High
2024-01-11,AST019,28597.0,Low
2024-01-11,AST021,64127.0,Normal
2024-01-11,AST022,34210.5,Low
2024-01-11,AST024,44409.0,Low
2024-01-11,AST025,60117.0,Normal
2024-01-11,AST027,73602.0,High
2024-01-11,AST028,80499.0,High
2024-01-11,AST029,40000.0,Low
2024-01-11,AST030,81156.0,High
2024-01-12,AST001,38433.0,Low
2024-01-12,AST002,32492.0,Low
2024-01-12,AST003,43081.0,Low
2024-01-12,AST004,61060.0,Normal
2024-01-12,AST007,68372.5,High
2024-01-12,AST009,40062.0,Low
2024-01-12,AST011,76169.0,High
2024-01-12,AST012,51072.33,Normal
2024-01-12,AST014,56076.0,Normal
2024-01-12,AST015,27692.0,Low
2024-01-12,AST018,77355.5,High
2024-01-12,AST021,65673.0,Normal
2024-01-12,AST022,35603.0,Low
2024-01-12,AST029,40430.0,Low
2024-01-13,AST003,40699.5,Low
2024-01-13,AST005,48819.0,Normal
2024-01-13,AST006,54691.0,Normal
2024-01-13,AST007,64679.5,Normal
2024-01-13,AST010,28999.0,Low
2024-01-13,AST011,80791.0,High
2024-01-13,AST013,62550.0,Normal
2024-01-13,AST016,39227.0,Low
2024-01-13,AST020,52568.0,Normal
2024-01-13,AST023,43604.0,Low
2024-01-13,AST024,40600.0,Low
2024-01-13,AST025,55777.0,Normal
2024-01-13,AST026,66036.0,Normal
2024-01-14,AST001,38177.0,Low
2024-01-14,AST004,61627.0,Normal
2024-01-14,AST005,51783.0,Normal
2024-01-14,AST009,44836.0,Low
2024-01-14,AST010,30745.0,Low
2024-01-14,AST013,66172.0,Normal
2024-01-14,AST014,55753.0,Normal
2024-01-14,AST015,25975.0,Low
2024-01-14,AST016,40010.0,Low
2024-01-14,AST020,50092.0,Normal
2024-01-14,AST021,67602.33,Normal
2024-01-14,AST025,56992.0,Normal
2024-01-14,AST027,76702.0,High
2024-01-14,AST028,76650.33,High
2024-01-14,AST029,40985.0,Low
2024-01-14,AST030,67585.0,Normal
2024-01-15,AST001,35443.0,Low
2024-01-15,AST002,34314.0,Low
2024-01-15,AST004,69528.0,High
2024-01-15,AST005,47536.0,Normal
2024-01-15,AST008,32554.0,Low
2024-01-15,AST011,79707.0,High
2024-01-15,AST012,48653.0,Normal
2024-01-15,AST013,59721.0,Normal
2024-01-15,AST015,28112.0,Low
2024-01-15,AST018,65436.0,Normal
2024-01-15,AST020,50249.0,Normal
2024-01-15,AST022,32997.5,Low
2024-01-15,AST023,44065.0,Low
2024-01-15,AST024,46740.0,Normal
2024-01-15,AST026,62217.0,Normal
2024-01-15,AST027,80394.0,High
2024-01-15,AST028,74857.0,High
2024-01-15,AST029,44749.0,Low
2024-01-15,AST030,76193.0,High
2024-01-16,AST001,34336.0,Low
2024-01-16,AST004,75038.0,High
2024-01-16,AST005,47842.0,Normal
2024-01-16,AST007,76664.0,High
2024-01-16,AST008,28727.0,Low
2024-01-16,AST009,44236.0,Low
2024-01-16,AST010,29974.0,Low
2024-01-16,AST011,76783.0,High
2024-01-16,AST012,52834.0,Normal
2024-01-16,AST015,25958.5,Low
2024-01-16,AST016,39211.0,Low
2024-01-16,AST019,28288.0,Low
2024-01-16,AST020,53560.0,Normal
2024-01-16,AST021,72085.0,High
2024-01-16,AST022,39282.0,Low
2024-01-16,AST023,40928.0,Low
2024-01-16,AST027,77825.5,High
2024-01-16,AST028,74596.0,High
2024-01-16,AST029,42213.0,Low
2024-01-16,AST030,81789.0,High
2024-01-17,AST001,35012.5,Low
2024-01-17,AST002,30620.0,Low
2024-01-17,AST009,44194.33,Low
2024-01-17,AST011,80187.0,High
2024-01-17,AST012,48106.0,Normal
2024-01-17,AST015,27107.5,Low
2024-01-17,AST018,77952.0,High
2024-01-17,AST022,35865.0,Low
2024-01-17,AST023,43894.0,Low
2024-01-17,AST029,44576.0,Low
2024-01-17,AST030,77335.0,High
2024-01-18,AST001,37500.0,Low
2024-01-18,AST002,29776.0,Low
2024-01-18,AST004,68868.0,Normal
2024-01-18,AST008,32480.0,Low
2024-01-18,AST011,87300.0,High
2024-01-18,AST012,46779.67,Normal
2024-01-18,AST014,58424.0,Normal
2024-01-18,AST018,70078.5,High
2024-01-18,AST020,52071.0,Normal
2024-01-18,AST023,45982.33,Normal
2024-01-18,AST028,79976.0,High
2024-01-18,AST030,79086.0,High
2024-01-19,AST001,38643.5,Low
2024-01-19,AST003,38342.0,Low
2024-01-19,AST009,42492.0,Low
2024-01-19,AST011,76471.0,High
2024-01-19,AST012,55497.0,Normal
2024-01-19,AST013,57799.0,Normal
2024-01-19,AST017,73021.0,High
2024-01-19,AST019,31216.5,Low
2024-01-19,AST025,51617.0,Normal
2024-01-19,AST027,77706.0,High
2024-01-19,AST028,71478.0,High
2024-01-19,AST029,40008.5,Low
2024-01-19,AST030,80260.0,High
2024-01-20,AST001,38235.0,Low
2024-01-20,AST002,31937.0,Low
2024-01-20,AST003,41308.0,Low
2024-01-20,AST004,75861.0,High
2024-01-20,AST005,47843.0,Normal
2024-01-20,AST006,51929.0,Normal
2024-01-20,AST007,72251.0,High
2024-01-20,AST008,31293.0,Low
2024-01-20,AST009,47017.0,Normal
2024-01-20,AST010,28185.0,Low
2024-01-20,AST015,27734.0,Low
2024-01-20,AST017,71949.0,High
2024-01-20,AST018,77035.0,High
2024-01-20,AST019,27175.0,Low
2024-01-20,AST022,31058.0,Low
2024-01-20,AST025,51178.0,Normal
2024-01-21,AST001,37108.0,Low
2024-01-21,AST002,31387.0,Low
2024-01-21,AST005,45966.0,Normal
2024-01-21,AST006,48184.0,Normal
2024-01-21,AST008,32003.0,Low
2024-01-21,AST010,27024.0,Low
2024-01-21,AST013,63922.0,Normal
2024-01-21,AST014,53648.0,Normal
2024-01-21,AST015,28682.0,Low
2024-01-21,AST016,37032.0,Low
2024-01-21,AST017,69853.0,Normal
2024-01-21,AST018,75655.5,High
2024-01-21,AST021,69775.0,Normal
2024-01-21,AST022,32112.0,Low
2024-01-21,AST023,42378.0,Low
2024-01-21,AST024,45379.5,Low
2024-01-21,AST025,53549.0,Normal
2024-01-21,AST027,79611.0,High
2024-01-21,AST029,41712.0,Low
2024-01-22,AST002,33466.5,Low
2024-01-22,AST003,41980.0,Low
2024-01-22,AST007,69566.0,Normal
2024-01-22,AST008,32851.0,Low
2024-01-22,AST009,43842.0,Low
2024-01-22,AST011,75682.0,High
2024-01-22,AST012,54387.0,Normal
2024-01-22,AST013,58988.0,Normal
2024-01-22,AST014,53707.0,Normal
2024-01-22,AST015,29055.0,Low
2024-01-22,AST016,38337.33,Low
2024-01-22,AST017,72474.5,High
2024-01-22,AST019,28049.0,Low
2024-01-22,AST020,50187.0,Normal
2024-01-22,AST021,69559.0,Normal
2024-01-22,AST022,33316.0,Low
2024-01-22,AST025,52810.0,Normal
2024-01-22,AST028,77822.0,High
2024-01-22,AST030,79131.5,High
2024-01-23,AST002,29786.0,Low
2024-01-23,AST009,48575.0,Normal
2024-01-23,AST010,27944.0,Low
2024-01-23,AST013,54019.0,Normal
2024-01-23,AST014,54316.5,Normal
2024-01-23,AST015,26276.0,Low
2024-01-23,AST017,73827.0,High
2024-01-23,AST018,75973.5,High
2024-01-23,AST019,28825.0,Low
2024-01-23,AST023,44176.0,Low
2024-01-23,AST024,50335.0,Normal
2024-01-23,AST025,53706.0,Normal
2024-01-23,AST026,66061.0,Normal
2024-01-23,AST027,74660.0,High
2024-01-24,AST003,42374.5,Low
2024-01-24,AST004,71235.0,High
2024-01-24,AST005,45406.0,Normal
2024-01-24,AST007,70954.0,High
2024-01-24,AST010,31502.0,Low
2024-01-24,AST012,50131.0,Normal
2024-01-24,AST015,26933.5,Low
2024-01-24,AST016,35440.0,Low
2024-01-24,AST017,74549.5,High
2024-01-24,AST020,52678.0,Normal
2024-01-24,AST021,67908.0,Normal
2024-01-24,AST024,50818.0,Normal
2024-01-24,AST025,56365.67,Normal
2024-01-24,AST026,66848.0,Normal
2024-01-24,AST027,82934.0,High
2024-01-24,AST029,41786.0,Low
2024-01-25,AST001,37769.0,Low
2024-01-25,AST002,28293.0,Low
2024-01-25,AST003,41070.0,Low
2024-01-25,AST008,33038.67,Low
2024-01-25,AST010,28196.0,Low
2024-01-25,AST014,61146.0,Normal
2024-01-25,AST016,40497.0,Low
2024-01-25,AST018,77625.5,High
2024-01-25,AST019,29517.0,Low
2024-01-25,AST020,53664.0,Normal
2024-01-25,AST022,35068.0,Low
2024-01-25,AST025,59712.0,Normal
2024-01-25,AST027,81155.0,High
2024-01-26,AST001,39792.0,Low
2024-01-26,AST002,29155.0,Low
2024-01-26,AST004,71499.0,High
2024-01-26,AST007,67850.0,Normal
2024-01-26,AST010,30873.0,Low
2024-01-26,AST011,82155.0,High
2024-01-26,AST013,60750.0,Normal
2024-01-26,AST014,53963.0,Normal
2024-01-26,AST018,77304.0,High
2024-01-26,AST019,29047.33,Low
2024-01-26,AST021,70874.0,High
2024-01-26,AST022,35349.0,Low
2024-01-26,AST024,44599.0,Low
2024-01-26,AST026,64138.5,Normal
2024-01-26,AST028,75948.0,High
2024-01-27,AST004,74056.0,High
2024-01-27,AST006,55140.0,Normal
2024-01-27,AST007,74457.0,High
2024-01-27,AST008,31018.5,Low
2024-01-27,AST009,43012.0,Low
2024-01-27,AST010,28762.0,Low
2024-01-27,AST011,85591.0,High
2024-01-27,AST012,51232.0,Normal
2024-01-27,AST013,61449.0,Normal
2024-01-27,AST014,57305.0,Normal
2024-01-27,AST016,39402.0,Low
2024-01-27,AST017,70944.0,High
2024-01-27,AST018,81132.0,High
2024-01-27,AST020,55548.0,Normal
2024-01-27,AST021,61478.0,Normal
2024-01-27,AST022,26259.0,Low
2024-01-27,AST023,45829.0,Normal
2024-01-27,AST024,46485.0,Normal
2024-01-27,AST026,65916.0,Normal
2024-01-27,AST027,83989.0,High
2024-01-27,AST028,78116.5,High
2024-01-27,AST030,86067.0,High
2024-01-28,AST003,40895.0,Low
2024-01-28,AST004,64630.0,Normal
2024-01-28,AST005,46176.5,Low
2024-01-28,AST010,28219.0,Low
2024-01-28,AST012,47360.0,Normal
2024-01-28,AST014,56564.5,Normal
2024-01-28,AST015,27083.67,Low
2024-01-28,AST016,39658.5,Low
2024-01-28,AST017,66731.0,Normal
2024-01-28,AST020,52877.33,Normal
2024-01-28,AST021,68736.0,Normal
2024-01-28,AST024,44644.0,Low
2024-01-28,AST026,65138.0,Normal
2024-01-28,AST027,77006.0,High
2024-01-28,AST028,78302.0,High
2024-01-28,AST030,78620.0,High
2024-01-29,AST001,37076.0,Low
2024-01-29,AST003,43107.5,Low
2024-01-29,AST004,70313.0,High
2024-01-29,AST005,50521.0,Normal
2024-01-29,AST009,39870.0,Low
2024-01-29,AST014,62546.0,Normal
2024-01-29,AST015,26208.5,Low
2024-01-29,AST016,36118.0,Low
2024-01-29,AST017,69862.5,High
2024-01-29,AST018,80452.0,High
2024-01-29,AST019,25648.0,Low
2024-01-29,AST020,47143.0,Normal
2024-01-29,AST022,32157.0,Low
2024-01-29,AST024,46435.0,Normal
2024-01-29,AST025,56277.0,Normal
2024-01-29,AST026,66689.5,High
2024-01-29,AST027,80710.5,High
2024-01-29,AST029,42627.5,Low
2024-01-29,AST030,77419.67,High
2024-01-30,AST003,44453.0,Low
2024-01-30,AST004,69678.0,Normal
2024-01-30,AST005,48481.0,Normal
2024-01-30,AST008,32428.0,Low
2024-01-30,AST009,42423.5,Low
2024-01-30,AST011,81651.5,High
2024-01-30,AST013,59406.0,Normal
2024-01-30,AST014,53763.5,Normal
2024-01-30,AST015,27937.5,Low
2024-01-30,AST018,71432.0,High
2024-01-30,AST019,31119.0,Low
2024-01-30,AST020,55589.0,Normal
2024-01-30,AST021,66422.5,Normal
2024-01-30,AST023,43074.0,Low
2024-01-30,AST026,58150.0,Normal
2024-01-30,AST027,85116.5,High
2024-01-30,AST028,83684.0,High
2024-01-30,AST029,41264.25,Low
2024-01-31,AST001,38137.0,Low
2024-01-31,AST002,31471.0,Low
2024-01-31,AST005,47149.0,Normal
2024-01-31,AST010,28517.0,Low
2024-01-31,AST013,58153.5,Normal
2024-01-31,AST016,40469.0,Low
2024-01-31,AST017,74950.0,High
2024-01-31,AST018,76891.0,High
2024-01-31,AST019,30371.0,Low
2024-01-31,AST020,46322.0,Normal
2024-01-31,AST021,66351.0,Normal
2024-01-31,AST022,32085.0,Low
2024-01-31,AST024,47621.0,Normal
2024-01-31,AST026,65340.0,Normal
2024-01-31,AST027,73929.0,High
2024-01-31,AST028,72747.0,High
2024-01-31,AST030,82177.0,High
2024-02-01,AST001,34607.0,Low
2024-02-01,AST002,30505.5,Low
2024-02-01,AST003,45910.0,Normal
2024-02-01,AST005,46979.0,Normal
2024-02-01,AST007,77785.0,High
2024-02-01,AST009,41918.0,Low
2024-02-01,AST011,87649.0,High
2024-02-01,AST012,49943.0,Normal
2024-02-01,AST013,60296.0,Normal
2024-02-01,AST014,61611.0,Normal
2024-02-01,AST019,30876.33,Low
2024-02-01,AST020,57037.0,Normal
2024-02-01,AST022,34440.0,Low
2024-02-01,AST023,46940.0,Normal
2024-02-01,AST026,71550.0,High
2024-02-01,AST027,81776.0,High
2024-02-01,AST030,74580.0,High
2024-02-02,AST001,38917.67,Low
2024-02-02,AST002,30006.0,Low
2024-02-02,AST003,38832.5,Low
2024-02-02,AST004,65530.0,Normal
2024-02-02,AST005,48450.5,Normal
2024-02-02,AST006,55002.8,Normal
2024-02-02,AST007,69664.0,Normal
2024-02-02,AST008,31867.0,Low
2024-02-02,AST009,46215.5,Normal
2024-02-02,AST010,29820.33,Low
2024-02-02,AST012,50352.5,Normal
2024-02-02,AST013,60676.5,Normal
2024-02-02,AST014,58924.5,Normal
2024-02-02,AST015,27277.0,Low
2024-02-02,AST016,36731.0,Low
2024-02-02,AST017,74501.0,High
2024-02-02,AST019,29562.0,Low
2024-02-02,AST023,46536.0,Normal
2024-02-02,AST026,61115.0,Normal
2024-02-02,AST029,45635.0,Normal
2024-02-02,AST030,79318.0,High
2024-02-03,AST001,37163.5,Low
2024-02-03,AST002,30005.5,Low
2024-02-03,AST003,39772.0,Low
2024-02-03,AST005,48118.0,Normal
2024-02-03,AST007,73827.0,High
2024-02-03,AST008,32841.0,Low
2024-02-03,AST011,83573.0,High
2024-02-03,AST012,48938.0,Normal
2024-02-03,AST013,64224.33,Normal
2024-02-03,AST015,26061.5,Low
2024-02-03,AST016,40589.33,Low
2024-02-03,AST017,75708.0,High
2024-02-03,AST019,30403.0,Low
2024-02-03,AST025,55026.0,Normal
2024-02-03,AST026,61114.5,Normal
2024-02-03,AST028,75381.0,High
2024-02-04,AST001,37104.0,Low
2024-02-04,AST002,32615.0,Low
2024-02-04,AST004,69244.0,Normal
2024-02-04,AST005,48043.5,Low
2024-02-04,AST008,34088.0,Low
2024-02-04,AST009,42886.5,Low
2024-02-04,AST012,50940.0,Normal
2024-02-04,AST014,58469.0,Normal
2024-02-04,AST020,55068.0,Normal
2024-02-04,AST021,69320.0,Normal
2024-02-04,AST022,34884.0,Low
2024-02-04,AST023,40776.0,Low
2024-02-04,AST024,47764.0,Normal
2024-02-04,AST025,53878.0,Normal
2024-02-04,AST029,41933.0,Low
2024-02-05,AST002,29941.0,Low
2024-02-05,AST004,75286.0,High
2024-02-05,AST006,53374.0,Normal
2024-02-05,AST007,78305.0,High
2024-02-05,AST008,34649.0,Low
2024-02-05,AST012,51711.0,Normal
2024-02-05,AST013,61281.0,Normal
2024-02-05,AST015,26558.0,Low
2024-02-05,AST016,39299.0,Low
2024-02-05,AST017,70531.5,High
2024-02-05,AST018,75351.0,High
2024-02-05,AST019,28237.5,Low
2024-02-05,AST020,49807.0,Normal
2024-02-05,AST024,48809.0,Normal
2024-02-05,AST025,57734.0,Normal
2024-02-05,AST030,75468.5,High
2024-02-06,AST001,36389.0,Low
2024-02-06,AST003,41519.0,Low
2024-02-06,AST009,44220.0,Low
2024-02-06,AST013,60281.33,Normal
2024-02-06,AST015,27981.0,Low
2024-02-06,AST017,75892.0,High
2024-02-06,AST020,53523.5,Normal
2024-02-06,AST022,34063.0,Low
2024-02-06,AST023,42441.0,Low
2024-02-06,AST024,47747.0,Normal
2024-02-06,AST025,58544.0,Normal
2024-02-06,AST027,80286.0,High
2024-02-06,AST029,39399.0,Low
2024-02-06,AST030,83504.0,High
2024-02-07,AST005,48930.5,Normal
2024-02-07,AST008,31733.0,Low
2024-02-07,AST011,76911.0,High
2024-02-07,AST012,55051.0,Normal
2024-02-07,AST013,66679.5,High
2024-02-07,AST014,61841.0,Normal
2024-02-07,AST015,26600.0,Low
2024-02-07,AST016,39860.0,Low
2024-02-07,AST019,31590.0,Low
2024-02-07,AST020,55402.0,Normal
2024-02-07,AST022,34344.0,Low
2024-02-07,AST023,39834.0,Low
2024-02-07,AST024,46383.5,Normal
2024-02-07,AST026,69958.0,Normal
2024-02-07,AST028,80181.0,High
2024-02-08,AST001,33199.0,Low
2024-02-08,AST002,34059.0,Low
2024-02-08,AST004,68583.0,Normal
2024-02-08,AST005,46838.0,Normal
2024-02-08,AST007,67586.0,Normal
2024-02-08,AST009,44403.0,Low
2024-02-08,AST011,76376.0,High
2024-02-08,AST012,52380.5,Normal
2024-02-08,AST013,63931.0,Normal
2024-02-08,AST014,51412.0,Normal
2024-02-08,AST015,26622.0,Low
2024-02-08,AST016,41150.0,Low
2024-02-08,AST017,72236.0,High
2024-02-08,AST019,28069.0,Low
2024-02-08,AST020,56220.0,Normal
2024-02-08,AST021,70808.0,High
2024-02-08,AST022,37436.0,Low
2024-02-08,AST023,46142.0,Normal
2024-02-08,AST026,66595.0,Normal
2024-02-08,AST029,44038.0,Low
2024-02-09,AST002,31403.0,Low
2024-02-09,AST005,44705.0,Low
2024-02-09,AST006,46942.0,Normal
2024-02-09,AST008,32863.0,Low
2024-02-09,AST011,78089.25,High
2024-02-09,AST012,51381.0,Normal
2024-02-09,AST014,52632.0,Normal
2024-02-09,AST017,69811.5,High
2024-02-09,AST018,79638.0,High
2024-02-09,AST019,27982.0,Low
2024-02-09,AST020,49382.0,Normal
2024-02-09,AST021,66193.0,Normal
2024-02-09,AST022,36203.0,Low
2024-02-09,AST023,43802.0,Low
2024-02-09,AST024,48492.0,Normal
2024-02-09,AST026,61211.5,Normal
2024-02-09,AST028,78020.0,High
2024-02-09,AST029,41410.0,Low
2024-02-10,AST003,39801.0,Low
2024-02-10,AST004,70709.0,High
2024-02-10,AST006,49935.0,Normal
2024-02-10,AST008,34738.0,Low
2024-02-10,AST010,30443.5,Low
2024-02-10,AST015,24690.0,Low
2024-02-10,AST016,39188.0,Low
2024-02-10,AST017,75391.0,High
2024-02-10,AST020,56803.0,Normal
2024-02-10,AST022,36664.0,Low
2024-02-10,AST023,43488.0,Low
2024-02-10,AST026,69123.0,Normal
2024-02-10,AST029,39468.0,Low
2024-02-10,AST030,76435.0,High
2024-02-11,AST001,39242.0,Low
2024-02-11,AST004,66024.0,Normal
2024-02-11,AST008,34895.0,Low
2024-02-11,AST009,46818.0,Normal
2024-02-11,AST013,64483.0,Normal
2024-02-11,AST014,52720.5,Normal
2024-02-11,AST015,25755.0,Low
2024-02-11,AST018,75808.0,High
2024-02-11,AST020,52074.5,Normal
2024-02-11,AST022,33142.0,Low
2024-02-11,AST023,44661.0,Low
2024-02-11,AST024,44934.0,Low
2024-02-11,AST025,50419.0,Normal
2024-02-11,AST026,64199.0,Normal
2024-02-11,AST027,83358.0,High
2024-02-11,AST029,41213.0,Low
2024-02-12,AST004,69542.0,High
2024-02-12,AST006,54837.5,Normal
2024-02-12,AST007,74117.0,High
2024-02-12,AST008,31269.0,Low
2024-02-12,AST011,77018.0,High
2024-02-12,AST012,50175.0,Normal
2024-02-12,AST013,64469.0,Normal
2024-02-12,AST014,57385.33,Normal
2024-02-12,AST018,84330.0,High
2024-02-12,AST019,29071.0,Low
2024-02-12,AST020,54150.5,Normal
2024-02-12,AST021,69265.0,Normal
2024-02-12,AST024,45935.0,Normal
2024-02-12,AST025,56946.0,Normal
2024-02-12,AST026,71239.0,High
2024-02-12,AST028,73538.0,High
2024-02-12,AST030,82875.5,High
2024-02-13,AST001,35595.0,Low
2024-02-13,AST003,42342.0,Low
2024-02-13,AST005,45324.0,Low
2024-02-13,AST011,84459.0,High
2024-02-13,AST012,50986.0,Normal
2024-02-13,AST014,54776.0,Normal
2024-02-13,AST021,62316.0,Normal
2024-02-13,AST023,45807.0,Normal
2024-02-13,AST027,84954.0,High
2024-02-13,AST029,43079.0,Low
2024-02-14,AST001,41605.0,Low
2024-02-14,AST002,31267.67,Low
2024-02-14,AST003,41193.0,Low
2024-02-14,AST005,46052.0,Normal
2024-02-14,AST006,58595.0,Normal
2024-02-14,AST010,31556.0,Low
2024-02-14,AST011,73796.0,High
2024-02-14,AST012,52875.0,Normal
2024-02-14,AST013,62578.0,Normal
2024-02-14,AST015,27419.0,Low
2024-02-14,AST019,29734.5,Low
2024-02-14,AST022,34381.0,Low
